timestamp,request_count,user_id,user_count,response_time,response_code,endpoint,cpu_usage,memory_usage,rps,feature_usage,session_duration,current_usage,quota_limit,ip_address,revenue,customers
2025-11-17 06:24:55.986525,179,user_114,31,127,200,/api/auth/token,32.46,545.99,0.6,checkout,55.42,580,2000,192.168.1.23,5.87,30
2025-11-17 06:29:55.986525,175,user_114,22,128,200,/api/auth/token,30.68,549.02,0.58,profile_update,39.32,755,2000,192.168.1.1,6.11,21
2025-11-17 06:34:55.986525,187,user_101,23,120,200,/api/v2/inventory,31.88,543.22,0.62,login,25.41,972,10000,192.168.1.16,4.95,22
2025-11-17 06:39:55.986525,187,user_101,23,134,200,/api/v1/users,30.72,532.79,0.62,profile_update,34.11,1159,10000,192.168.1.1,6.34,22
2025-11-17 06:44:55.986525,197,user_108,23,131,200,/api/auth/token,30.53,537.87,0.66,filter,46.86,352,2000,192.168.1.9,3.89,22
2025-11-17 06:49:55.986525,194,user_100,28,114,200,/api/v1/users,31.46,548.05,0.65,upload,14.8,776,10000,192.168.1.12,2.73,27
2025-11-17 06:54:55.986525,193,user_102,21,130,200,/api/auth/token,33.27,533.78,0.64,search,27.59,358,10000,192.168.1.9,5.74,20
2025-11-17 06:59:55.986525,199,user_108,27,124,200,/api/auth/token,34.1,546.3,0.66,login,29.16,551,2000,192.168.1.1,5.03,26
2025-11-17 07:04:55.986525,196,user_102,38,125,200,/api/v2/inventory,33.31,541.25,0.65,checkout,12.29,554,10000,192.168.1.24,3.29,37
2025-11-17 07:09:55.986525,212,user_106,40,113,200,/api/v1/users,31.17,549.54,0.71,search,16.8,358,2000,192.168.1.3,5.45,39
2025-11-17 07:14:55.986525,212,user_114,36,122,200,/api/v2/orders,34.05,547.6,0.71,login,42.88,967,2000,192.168.1.16,5.44,35
2025-11-17 07:19:55.986525,215,user_104,27,123,200,/api/v2/orders,31.98,542.82,0.72,login,51.97,215,2000,192.168.1.6,2.95,26
2025-11-17 07:24:55.986525,210,user_101,21,147,200,/api/v2/inventory,35.08,552.37,0.7,search,6.14,1369,10000,192.168.1.6,8.96,20
2025-11-17 07:29:55.986525,214,user_114,26,146,200,/api/v2/orders,33.88,536.88,0.71,search,34.21,1181,2000,192.168.1.4,4.85,25
2025-11-17 07:34:55.986525,223,user_104,32,133,200,/api/v2/orders,32.97,539.3,0.74,login,59.92,438,2000,192.168.1.18,4.46,31
2025-11-17 07:39:55.986525,221,user_100,42,119,200,/api/auth/token,31.43,540.14,0.74,search,58.33,997,10000,192.168.1.8,9.55,41
2025-11-17 07:44:55.986525,234,user_109,38,119,500,/api/v2/inventory,33.4,536.28,0.78,filter,51.45,234,2000,192.168.1.10,0.0,37
2025-11-17 07:49:55.986525,230,user_100,25,146,200,/api/v1/products,34.58,553.4,0.77,checkout,29.52,1227,10000,192.168.1.23,8.24,24
2025-11-17 07:54:55.986525,238,user_101,29,136,200,/api/v1/users,34.76,544.89,0.79,search,8.56,1607,10000,192.168.1.7,10.32,28
2025-11-17 07:59:55.986525,236,user_113,46,141,200,/api/v2/orders,32.98,541.78,0.79,filter,12.86,389,2000,192.168.1.12,4.21,45
2025-11-17 08:04:55.986525,245,user_100,29,131,200,/api/v2/inventory,33.16,549.5,0.82,profile_update,49.09,1472,10000,192.168.1.19,11.12,28
2025-11-17 08:09:55.986525,243,user_101,36,130,200,/api/v1/users,36.35,541.44,0.81,checkout,56.85,1850,10000,192.168.1.6,9.62,35
2025-11-17 08:14:55.986525,251,user_103,25,118,200,/api/auth/token,32.56,555.29,0.84,login,33.4,423,2000,192.168.1.22,4.88,24
2025-11-17 08:19:55.986525,244,user_107,37,122,200,/api/v1/users,32.32,549.51,0.81,login,51.53,244,2000,192.168.1.15,11.19,36
2025-11-17 08:24:55.986525,255,user_100,29,140,200,/api/v2/inventory,35.56,544.15,0.85,search,53.04,1727,10000,192.168.1.2,8.15,28
2025-11-17 08:29:55.986525,253,user_102,30,151,200,/api/auth/token,37.57,550.38,0.84,checkout,11.34,807,10000,192.168.1.15,5.05,29
2025-11-17 08:34:55.986525,257,user_100,50,122,200,/api/v1/users,35.99,546.53,0.86,login,58.07,1984,10000,192.168.1.14,6.11,49
2025-11-17 08:39:55.986525,262,user_100,37,134,500,/api/v1/users,37.41,541.42,0.87,checkout,31.89,2246,10000,192.168.1.24,0.0,36
2025-11-17 08:44:55.986525,257,user_100,37,143,404,/api/v2/inventory,37.22,554.78,0.86,filter,46.92,2503,10000,192.168.1.12,0.0,36
2025-11-17 08:49:55.986525,258,user_101,46,148,200,/api/v2/orders,35.01,539.65,0.86,upload,7.67,2108,10000,192.168.1.22,9.1,45
2025-11-17 08:54:55.986525,264,user_101,44,141,200,/api/v2/inventory,33.52,555.55,0.88,login,21.52,2372,10000,192.168.1.21,6.77,43
2025-11-17 08:59:55.986525,265,user_100,33,127,200,/api/v2/orders,37.25,546.49,0.88,login,47.76,2768,10000,192.168.1.5,12.85,32
2025-11-17 09:04:55.986525,268,user_100,36,153,200,/api/v2/inventory,37.49,539.76,0.89,upload,15.65,3036,10000,192.168.1.19,13.4,35
2025-11-17 09:09:55.986525,279,user_102,28,132,200,/api/v1/users,38.45,559.14,0.93,profile_update,29.41,1086,10000,192.168.1.9,9.31,27
2025-11-17 09:14:55.986525,270,user_102,50,145,200,/api/v2/orders,37.78,545.97,0.9,profile_update,29.67,1356,10000,192.168.1.5,5.62,49
2025-11-17 09:19:55.986525,277,user_116,51,133,200,/api/v2/inventory,34.13,549.96,0.92,checkout,21.02,451,2000,192.168.1.2,11.05,50
2025-11-17 09:24:55.986525,281,user_102,39,133,200,/api/v2/orders,35.38,544.08,0.94,profile_update,53.37,1637,10000,192.168.1.4,12.4,38
2025-11-17 09:29:55.986525,274,user_102,40,129,200,/api/v2/orders,37.53,549.07,0.91,upload,18.36,1911,10000,192.168.1.12,3.43,39
2025-11-17 09:34:55.986525,279,user_114,40,124,200,/api/auth/token,36.01,551.28,0.93,profile_update,27.23,1460,2000,192.168.1.17,9.22,39
2025-11-17 09:39:55.986525,284,user_100,47,136,200,/api/v1/users,38.87,559.79,0.95,login,41.83,3320,10000,192.168.1.8,6.66,46
2025-11-17 09:44:55.986525,289,user_119,50,129,200,/api/v1/products,36.27,551.2,0.96,filter,46.45,427,2000,192.168.1.7,8.2,49
2025-11-17 09:49:55.986525,293,user_102,43,137,200,/api/auth/token,38.78,549.16,0.98,filter,47.46,2204,10000,192.168.1.18,4.82,42
2025-11-17 09:54:55.986525,297,user_101,56,151,200,/api/v1/products,38.0,545.93,0.99,login,27.04,2669,10000,192.168.1.17,14.26,55
2025-11-17 09:59:55.986525,289,user_115,57,127,200,/api/v2/orders,38.66,547.72,0.96,search,49.72,289,2000,192.168.1.13,8.75,56
2025-11-17 10:04:55.986525,290,user_100,52,153,404,/api/v2/orders,38.52,558.31,0.97,search,49.33,3610,10000,192.168.1.17,0.0,51
2025-11-17 10:09:55.986525,295,user_100,51,141,200,/api/v1/products,35.31,542.01,0.98,login,21.31,3905,10000,192.168.1.5,4.36,50
2025-11-17 10:14:55.986525,303,user_108,53,148,200,/api/auth/token,36.9,555.99,1.01,upload,47.22,854,2000,192.168.1.3,15.09,52
2025-11-17 10:19:55.986525,296,user_102,47,126,200,/api/v2/orders,38.05,544.29,0.99,search,23.91,2500,10000,192.168.1.2,3.41,46
2025-11-17 10:24:55.986525,293,user_101,34,154,404,/api/v1/products,39.46,548.46,0.98,upload,59.5,2962,10000,192.168.1.4,0.0,33
2025-11-17 10:29:55.986525,298,user_110,57,131,200,/api/auth/token,39.38,548.09,0.99,login,49.08,298,2000,192.168.1.6,3.27,56
2025-11-17 10:34:55.986525,307,user_100,45,133,200,/api/auth/token,37.33,560.53,1.02,filter,9.27,4212,10000,192.168.1.5,5.57,44
2025-11-17 10:39:55.986525,308,user_111,54,145,200,/api/v2/orders,40.36,552.87,1.03,filter,56.7,308,2000,192.168.1.24,5.82,53
2025-11-17 10:44:55.986525,305,user_101,42,151,200,/api/v2/orders,37.84,560.48,1.02,upload,36.57,3267,10000,192.168.1.16,7.62,41
2025-11-17 10:49:55.986525,305,user_108,45,136,200,/api/v1/products,36.45,549.68,1.02,profile_update,37.0,1159,2000,192.168.1.3,9.36,44
2025-11-17 10:54:55.986525,310,user_112,36,140,200,/api/v2/orders,38.22,554.7,1.03,upload,7.34,310,2000,192.168.1.10,6.57,35
2025-11-17 10:59:55.986525,306,user_105,45,136,200,/api/v2/orders,36.43,557.08,1.02,upload,14.4,306,2000,192.168.1.10,10.8,44
2025-11-17 11:04:55.986525,315,user_100,36,125,200,/api/v2/inventory,37.18,552.12,1.05,search,25.9,4527,10000,192.168.1.2,14.12,35
2025-11-17 11:09:55.986525,315,user_101,32,139,200,/api/auth/token,35.82,556.12,1.05,upload,39.1,3582,10000,192.168.1.10,13.08,31
2025-11-17 11:14:55.986525,311,user_100,53,158,200,/api/v2/orders,39.37,560.44,1.04,search,49.56,4838,10000,192.168.1.3,12.16,52
2025-11-17 11:19:55.986525,317,user_100,51,149,200,/api/v2/orders,39.33,550.05,1.06,login,53.66,5155,10000,192.168.1.7,11.1,50
2025-11-17 11:24:55.986525,315,user_111,62,158,200,/api/v2/orders,39.49,545.81,1.05,login,8.85,623,2000,192.168.1.19,14.92,61
2025-11-17 11:29:55.986525,304,user_113,32,134,200,/api/v1/users,39.34,557.75,1.01,checkout,37.68,693,2000,192.168.1.10,5.56,31
2025-11-17 11:34:55.986525,315,user_101,42,141,200,/api/v1/users,39.24,552.47,1.05,filter,25.17,3897,10000,192.168.1.20,13.17,41
2025-11-17 11:39:55.986525,318,user_104,44,127,200,/api/v1/products,38.38,562.81,1.06,profile_update,36.01,756,2000,192.168.1.17,12.22,43
2025-11-17 11:44:55.986525,308,user_100,52,137,200,/api/auth/token,38.16,561.87,1.03,login,38.1,5463,10000,192.168.1.12,9.51,51
2025-11-17 11:49:55.986525,309,user_100,53,124,200,/api/auth/token,36.63,547.4,1.03,upload,26.68,5772,10000,192.168.1.18,8.83,52
2025-11-17 11:54:55.986525,311,user_100,42,141,200,/api/v1/products,36.92,556.37,1.04,filter,21.75,6083,10000,192.168.1.17,8.67,41
2025-11-17 11:59:55.986525,314,user_115,56,135,200,/api/v1/products,40.11,560.17,1.05,checkout,32.73,603,2000,192.168.1.10,6.44,55
2025-11-17 12:04:55.986525,306,user_107,44,148,200,/api/v1/products,37.0,554.13,1.02,login,55.12,550,2000,192.168.1.6,7.06,43
2025-11-17 12:09:55.986525,311,user_109,53,138,200,/api/v2/inventory,36.84,551.22,1.04,checkout,49.81,545,2000,192.168.1.6,8.46,52
2025-11-17 12:14:55.986525,312,user_113,53,157,200,/api/v1/users,40.3,560.44,1.04,login,59.35,1005,2000,192.168.1.14,9.79,52
2025-11-17 12:19:55.986525,318,user_118,34,135,200,/api/v1/users,37.88,558.99,1.06,login,31.64,458,2000,192.168.1.19,13.74,33
2025-11-17 12:24:55.986525,309,user_101,55,151,200,/api/v2/orders,39.64,562.46,1.03,profile_update,10.4,4206,10000,192.168.1.2,4.34,54
2025-11-17 12:29:55.986525,310,user_103,55,148,200,/api/v1/users,35.54,552.16,1.03,checkout,25.66,733,2000,192.168.1.18,7.4,54
2025-11-17 12:34:55.986525,308,user_116,49,147,200,/api/v1/products,36.77,552.47,1.03,upload,13.37,759,2000,192.168.1.23,11.8,48
2025-11-17 12:39:55.986525,307,user_118,56,146,200,/api/v2/inventory,39.61,561.24,1.02,search,9.41,765,2000,192.168.1.8,11.09,55
2025-11-17 12:44:55.986525,311,user_111,50,129,200,/api/auth/token,37.24,545.29,1.04,profile_update,40.98,934,2000,192.168.1.8,3.13,49
2025-11-17 12:49:55.986525,301,user_101,36,132,200,/api/v2/orders,35.56,551.59,1.0,filter,43.21,4507,10000,192.168.1.23,10.36,35
2025-11-17 12:54:55.986525,303,user_103,59,144,200,/api/v1/users,39.58,549.01,1.01,upload,14.12,1036,2000,192.168.1.18,7.76,58
2025-11-17 12:59:55.986525,311,user_106,52,129,200,/api/v2/inventory,36.24,561.71,1.04,filter,15.22,669,2000,192.168.1.11,4.4,51
2025-11-17 13:04:55.986525,308,user_103,54,133,200,/api/auth/token,38.12,549.71,1.03,filter,57.52,1344,2000,192.168.1.7,4.29,53
2025-11-17 13:09:55.986525,303,user_100,56,147,200,/api/v2/orders,39.44,548.71,1.01,checkout,45.4,6386,10000,192.168.1.18,10.88,55
2025-11-17 13:14:55.986525,310,user_100,38,132,200,/api/v2/orders,36.8,549.1,1.03,checkout,7.98,6696,10000,192.168.1.14,10.45,37
2025-11-17 13:19:55.986525,310,user_105,35,138,200,/api/v2/orders,37.23,553.79,1.03,upload,37.98,616,2000,192.168.1.9,14.88,34
2025-11-17 13:24:55.986525,296,user_110,41,151,200,/api/v2/inventory,37.89,561.37,0.99,search,34.77,594,2000,192.168.1.24,11.05,40
2025-11-17 13:29:55.986525,299,user_101,56,149,200,/api/v1/users,38.61,559.43,1.0,search,22.65,4806,10000,192.168.1.17,13.14,55
2025-11-17 13:34:55.986525,305,user_109,57,136,200,/api/v1/products,37.07,551.47,1.02,search,14.82,850,2000,192.168.1.21,12.46,56
2025-11-17 13:39:55.986525,300,user_101,56,147,200,/api/v1/products,38.09,555.46,1.0,upload,37.23,5106,10000,192.168.1.12,9.51,55
2025-11-17 13:44:55.986525,294,user_100,56,157,200,/api/v2/inventory,39.29,550.92,0.98,login,33.88,6990,10000,192.168.1.24,3.36,55
2025-11-17 13:49:55.986525,292,user_110,45,147,200,/api/v2/inventory,36.06,556.99,0.97,login,25.57,886,2000,192.168.1.18,5.81,44
2025-11-17 13:54:55.986525,295,user_100,56,140,200,/api/v1/products,38.04,547.33,0.98,filter,9.91,7285,10000,192.168.1.22,11.79,55
2025-11-17 13:59:55.986525,286,user_103,30,138,200,/api/v1/products,35.33,542.99,0.95,filter,27.93,1630,2000,192.168.1.16,3.59,29
2025-11-17 14:04:55.986525,296,user_102,50,152,200,/api/v2/orders,36.8,552.88,0.99,search,39.43,2796,10000,192.168.1.11,10.28,49
2025-11-17 14:09:55.986525,282,user_117,39,120,200,/api/v2/orders,34.82,545.9,0.94,profile_update,23.35,282,2000,192.168.1.16,7.57,38
2025-11-17 14:14:55.986525,280,user_101,35,150,200,/api/auth/token,36.05,558.45,0.93,search,8.95,5386,10000,192.168.1.21,6.1,34
2025-11-17 14:19:55.986525,286,user_101,31,150,200,/api/v2/orders,38.56,557.18,0.95,profile_update,58.74,5672,10000,192.168.1.24,11.96,30
2025-11-17 14:24:55.986525,284,user_100,41,150,200,/api/auth/token,35.28,557.17,0.95,checkout,42.81,7569,10000,192.168.1.5,13.47,40
2025-11-17 14:29:55.986525,276,user_100,41,141,200,/api/v2/orders,37.03,547.27,0.92,filter,11.62,7845,10000,192.168.1.21,8.79,40
2025-11-17 14:34:55.986525,283,user_112,55,133,200,/api/v1/products,34.93,543.58,0.94,filter,53.82,593,2000,192.168.1.2,8.26,54
2025-11-17 14:39:55.986525,279,user_112,35,129,200,/api/v2/inventory,37.35,541.22,0.93,upload,49.61,872,2000,192.168.1.21,12.54,34
2025-11-17 14:44:55.986525,273,user_103,32,127,200,/api/auth/token,36.17,556.93,0.91,filter,35.04,1903,2000,192.168.1.22,9.95,31
2025-11-17 14:49:55.986525,278,user_119,44,144,200,/api/v2/inventory,34.3,557.0,0.93,search,39.73,705,2000,192.168.1.7,11.51,43
2025-11-17 14:54:55.986525,264,user_101,49,128,200,/api/v1/products,33.7,547.84,0.88,upload,15.21,5936,10000,192.168.1.19,6.02,48
2025-11-17 14:59:55.986525,269,user_100,41,127,200,/api/v1/users,37.66,554.69,0.9,search,23.49,8114,10000,192.168.1.21,8.81,40
2025-11-17 15:04:55.986525,268,user_102,49,144,200,/api/v1/users,33.82,545.68,0.89,search,15.61,3064,10000,192.168.1.9,11.3,48
2025-11-17 15:09:55.986525,257,user_101,38,144,200,/api/v2/orders,34.01,537.92,0.86,filter,26.84,6193,10000,192.168.1.16,6.23,37
2025-11-17 15:14:55.986525,263,user_116,40,124,200,/api/v2/inventory,37.1,552.8,0.88,upload,21.09,1022,2000,192.168.1.10,9.04,39
2025-11-17 15:19:55.986525,264,user_100,51,128,200,/api/v2/inventory,37.51,543.85,0.88,checkout,42.97,8378,10000,192.168.1.3,9.07,50
2025-11-17 15:24:55.986525,257,user_107,36,122,200,/api/v2/orders,34.35,554.18,0.86,search,28.88,807,2000,192.168.1.6,8.64,35
2025-11-17 15:29:55.986525,256,user_103,41,148,200,/api/v1/products,34.83,557.45,0.85,search,56.86,2159,2000,192.168.1.1,4.32,40
2025-11-17 15:34:55.986525,258,user_100,38,135,200,/api/v1/products,36.21,555.34,0.86,upload,36.18,8636,10000,192.168.1.7,11.27,37
2025-11-17 15:39:55.986525,246,user_119,40,122,200,/api/auth/token,35.66,539.26,0.82,login,48.13,951,2000,192.168.1.2,11.46,39
2025-11-17 15:44:55.986525,246,user_102,41,140,200,/api/v2/inventory,35.47,539.94,0.82,search,9.09,3310,10000,192.168.1.7,7.64,40
2025-11-17 15:49:55.986525,249,user_115,32,131,200,/api/auth/token,33.47,555.44,0.83,search,23.85,852,2000,192.168.1.5,4.43,31
2025-11-17 15:54:55.986525,247,user_100,32,145,200,/api/auth/token,36.12,554.32,0.82,search,29.82,8883,10000,192.168.1.3,2.68,31
2025-11-17 15:59:55.986525,235,user_100,24,143,200,/api/auth/token,34.84,546.11,0.78,login,47.29,9118,10000,192.168.1.2,5.65,23
2025-11-17 16:04:55.986525,230,user_100,29,122,200,/api/v2/orders,34.66,539.2,0.77,upload,39.67,9348,10000,192.168.1.8,10.78,28
2025-11-17 16:09:55.986525,237,user_100,34,150,200,/api/v1/users,36.41,537.88,0.79,search,21.98,9585,10000,192.168.1.13,5.68,33
2025-11-17 16:14:55.986525,234,user_114,38,138,200,/api/v1/products,31.97,545.39,0.78,upload,19.02,1694,2000,192.168.1.23,3.54,37
2025-11-17 16:19:55.986525,220,user_102,27,130,200,/api/v2/orders,34.58,534.99,0.73,profile_update,17.05,3530,10000,192.168.1.12,7.19,26
2025-11-17 16:24:55.986525,227,user_100,43,131,200,/api/v2/inventory,34.7,548.27,0.76,profile_update,54.01,9812,10000,192.168.1.23,7.52,42
2025-11-17 16:29:55.986525,227,user_118,34,139,500,/api/v2/inventory,31.65,547.02,0.76,checkout,21.75,992,2000,192.168.1.24,0.0,33
2025-11-17 16:34:55.986525,221,user_106,33,118,404,/api/v1/products,31.78,550.91,0.74,upload,45.49,890,2000,192.168.1.9,0.0,32
2025-11-17 16:39:55.986525,215,user_100,35,121,200,/api/v1/users,32.15,544.85,0.72,profile_update,11.69,10027,10000,192.168.1.1,7.58,34
2025-11-17 16:44:55.986525,204,user_113,24,143,200,/api/v1/users,32.69,536.49,0.68,profile_update,5.56,1209,2000,192.168.1.17,8.24,23
2025-11-17 16:49:55.986525,212,user_114,31,128,200,/api/v1/users,32.74,552.14,0.71,search,45.43,1906,2000,192.168.1.20,9.83,30
2025-11-17 16:54:55.986525,204,user_107,20,122,200,/api/v2/inventory,35.17,545.67,0.68,checkout,39.36,1011,2000,192.168.1.15,9.87,19
2025-11-17 16:59:55.986525,205,user_110,25,133,200,/api/v1/products,33.71,543.09,0.68,upload,9.55,1091,2000,192.168.1.21,2.94,24
2025-11-17 17:04:55.986525,199,user_101,29,121,200,/api/auth/token,34.07,544.46,0.66,filter,25.2,6392,10000,192.168.1.9,4.19,28
2025-11-17 17:09:55.986525,195,user_109,37,122,200,/api/auth/token,34.67,545.18,0.65,profile_update,36.78,1045,2000,192.168.1.2,6.42,36
2025-11-17 17:14:55.986525,187,user_118,33,144,200,/api/v2/inventory,34.06,545.47,0.62,checkout,6.14,1179,2000,192.168.1.11,3.83,32
2025-11-17 17:19:55.986525,194,user_100,20,135,200,/api/v2/inventory,30.54,541.32,0.65,upload,40.49,10221,10000,192.168.1.18,6.93,19
2025-11-17 17:24:55.986525,181,user_101,26,137,200,/api/v1/products,31.12,535.74,0.6,checkout,18.36,6573,10000,192.168.1.17,5.94,25
2025-11-17 17:29:55.986525,176,user_101,34,112,200,/api/auth/token,29.99,546.24,0.59,login,15.9,6749,10000,192.168.1.14,5.44,33
2025-11-17 17:34:55.986525,175,user_102,30,140,200,/api/v2/orders,32.17,546.84,0.58,checkout,20.16,3705,10000,192.168.1.8,7.88,29
2025-11-17 17:39:55.986525,177,user_110,33,131,200,/api/v1/users,29.65,537.81,0.59,upload,15.74,1268,2000,192.168.1.7,7.72,32
2025-11-17 17:44:55.986525,172,user_110,30,122,200,/api/v1/users,29.31,530.49,0.57,checkout,5.83,1440,2000,192.168.1.18,5.34,29
2025-11-17 17:49:55.986525,173,user_103,17,123,200,/api/v2/inventory,32.04,539.69,0.58,filter,50.84,2332,2000,192.168.1.12,8.26,16
2025-11-17 17:54:55.986525,164,user_114,29,135,200,/api/v2/inventory,30.15,535.63,0.55,profile_update,20.95,2070,2000,192.168.1.8,3.81,28
2025-11-17 17:59:55.986525,161,user_106,22,122,200,/api/v1/products,28.07,541.74,0.54,upload,58.25,1051,2000,192.168.1.21,3.21,21
2025-11-17 18:04:55.986525,161,user_102,25,114,200,/api/v2/inventory,29.54,534.38,0.54,upload,12.88,3866,10000,192.168.1.3,6.97,24
2025-11-17 18:09:55.986525,152,user_101,29,112,500,/api/v2/inventory,28.48,537.65,0.51,login,29.3,6901,10000,192.168.1.7,0.0,28
2025-11-17 18:14:55.986525,157,user_105,16,137,200,/api/v2/inventory,30.64,536.82,0.52,checkout,31.2,773,2000,192.168.1.6,7.04,15
2025-11-17 18:19:55.986525,148,user_111,14,125,200,/api/v1/users,32.09,534.23,0.49,upload,21.73,1082,2000,192.168.1.13,3.72,13
2025-11-17 18:24:55.986525,150,user_100,24,118,200,/api/v2/inventory,27.57,532.17,0.5,profile_update,15.46,10371,10000,192.168.1.22,6.62,23
2025-11-17 18:29:55.986525,144,user_100,18,118,200,/api/v2/orders,27.52,533.8,0.48,checkout,50.63,10515,10000,192.168.1.18,2.68,17
2025-11-17 18:34:55.986525,145,user_102,26,116,200,/api/v2/inventory,28.27,530.87,0.48,filter,29.01,4011,10000,192.168.1.10,2.32,25
2025-11-17 18:39:55.986525,132,user_101,25,116,200,/api/v1/products,27.42,537.14,0.44,upload,35.33,7033,10000,192.168.1.22,2.78,24
2025-11-17 18:44:55.986525,126,user_100,15,118,200,/api/v2/orders,27.92,539.12,0.42,search,52.59,10641,10000,192.168.1.10,4.68,14
2025-11-17 18:49:55.986525,125,user_102,14,114,200,/api/v1/users,29.21,535.7,0.42,checkout,40.33,4136,10000,192.168.1.21,2.45,13
2025-11-17 18:54:55.986525,125,user_101,21,123,200,/api/v1/users,28.78,526.24,0.42,upload,48.13,7158,10000,192.168.1.7,4.64,20
2025-11-17 18:59:55.986525,129,user_106,25,136,200,/api/v2/inventory,30.37,525.14,0.43,filter,14.21,1180,2000,192.168.1.15,2.99,24
2025-11-17 19:04:55.986525,120,user_119,14,133,200,/api/v2/inventory,28.12,526.28,0.4,login,26.6,1071,2000,192.168.1.19,3.23,13
2025-11-17 19:09:55.986525,116,user_101,13,133,200,/api/v1/products,29.38,526.33,0.39,upload,32.32,7274,10000,192.168.1.5,5.0,12
2025-11-17 19:14:55.986525,109,user_102,13,118,200,/api/auth/token,26.22,538.4,0.36,checkout,48.78,4245,10000,192.168.1.17,4.14,12
2025-11-17 19:19:55.986525,113,user_100,14,126,200,/api/v2/orders,29.07,523.49,0.38,login,44.04,10754,10000,192.168.1.19,4.91,13
2025-11-17 19:24:55.986525,109,user_101,15,119,200,/api/v1/products,27.51,525.55,0.36,profile_update,9.31,7383,10000,192.168.1.13,2.71,14
2025-11-17 19:29:55.986525,109,user_106,11,136,200,/api/v1/users,28.94,541.01,0.36,search,49.25,1289,2000,192.168.1.24,3.1,10
2025-11-17 19:34:55.986525,99,user_100,18,104,200,/api/v1/users,26.27,525.02,0.33,checkout,44.18,10853,10000,192.168.1.5,1.43,17
2025-11-17 19:39:55.986525,105,user_100,16,104,200,/api/auth/token,27.01,536.71,0.35,profile_update,54.41,10958,10000,192.168.1.21,4.87,15
2025-11-17 19:44:55.986525,97,user_101,14,134,200,/api/auth/token,27.9,541.5,0.32,upload,41.3,7480,10000,192.168.1.3,3.02,13
2025-11-17 19:49:55.986525,87,user_100,14,108,200,/api/v2/orders,27.74,536.03,0.29,search,59.93,11045,10000,192.168.1.13,1.79,13
